1021075353 	152	189	123	0.804233	1.23577	2	64	3.76471	72	0.859375	0.125	1.625	4.11111	173.953	0.103715	7.08995	0.0478565	1
1021415277 	1995	7	3	285	665	5	66	1.59524	82	0.850746	0.104478	0.0895522	0.5	110.925	0.0124561	10.5068	0.0792999	-1
1022152680 	1311	439	2	2.98633	655.5	3	378	5.18421	62	1	0	0.543147	0	125.695	0.0199097	7.0595	0.0523427	-1
1022256704 	1677	9874	620	0.16984	2.70484	4	331	4.16667	141	0.21	0.78	0.06	0.0759494	84.62	0.172421	7.06996	0.131067	-1
1022317724 	184	157	65	1.17197	2.83077	4	179	3.81818	73	0.952381	0.0119048	0.75	2.25	118.774	0.0800527	4.78274	0.0463806	1
1023021693 	159	550	127	0.289091	1.25197	5	364	3.7037	63	0.87	0	1.38	5.69231	137.84	0.138235	8.25115	0.0570395	1
1023365890 	498	413	274	1.20581	1.81752	4	1289	4.85366	62	0.261307	0.0150754	0.798995	0.938776	93.6181	0.0862149	7.78864	0.0531147	1
1023376610 	389	495	220	0.785859	1.76818	5	56	2.03571	62	0.719298	0.0350877	3.70175	6.625	117.895	0.0395683	5.33835	0.0401988	1
1023641332 	126	96	54	1.3125	2.33333	7	181	4	67	0.55	0.14	2.05	3.33333	92.37	0.0542339	4.10218	0.04328	1
1023712163 	97	85	65	1.14118	1.49231	2	43	8.6	62	0.790698	0.0697674	1.39535	2.77778	129.186	0.0390774	5.32393	0.0509052	1
1024008285 	287	466	209	0.61588	1.37321	2	820	4	62	0.36	0.01	5.82	7.92188	74.88	0.0706955	3.62276	0.0544856	1
1024394234 	315	416	266	0.757212	1.18421	2	212	2.43902	73	0.61	0.05	7.7	12.9487	116.93	0.050597	5.49207	0.0459865	1
1024501194 	1069	224	196	4.77232	5.45408	5	859	3.84615	64	0.98	0.02	0	0	181.21	0.445786	41.7938	0.0818093	1
1024841120 	234	140	118	1.67143	1.98305	4	225	15.3846	62	0.415	0.22	0.82	0.555556	74.395	0.0711848	5.71728	0.0519778	1
1024960050 	404	45	4	8.97778	101	3	40	2.11111	61	0.473684	0.473684	0	0	109.079	0.0523718	4.80341	0.061522	-1
1025362971 	295	64	39	4.60938	7.5641	3	8	0.533333	68	0.625	0.375	0.75	0	122.625	0	3.95682	0.032007	1
1025533293 	74	56	31	1.32143	2.3871	1	218	2.38095	108	0.41	0.54	1.09	1.61017	88.77	0.0656018	5.38772	0.047575	1
1025601195 	91	9052	42	0.010053	2.16667	4	57	3.5625	274	0.298246	0.0526316	1.19298	1.6	63.4035	0.0341017	3.05168	0.0347566	1
1025901094 	129	44	3	2.93182	43	1	13	0.333333	63	0	0.307692	0.384615	0.384615	51.5385	0.051031	3.12479	0.0361441	-1
1025960992 	1121	63	50	17.7937	22.42	3	153	3.41379	88	0.373737	0.565657	0.111111	0.177419	80.9596	0.124399	4.8643	0.0816054	-1
1026003961 	281	316	228	0.889241	1.23246	5	206	3.41379	102	0.565657	0.040404	5.0202	7.62791	87.5051	0.0707797	3.32814	0.050555	1
1026015634 	1282	413	8	3.10412	160.25	5	370	6.53333	61	1	0	0.392857	0	130.25	0.0281211	7.58668	0.0505034	-1
1026080731 	331	309	40	1.0712	8.275	6	1094	6.6	63	0.646465	0.10101	0.116162	0.3	100.247	0.0299926	4.89504	0.0477306	1
1026238887 	441	941	379	0.46865	1.16359	2	1965	3.0303	68	0.68	0.02	6.4	12.8438	115.99	0.0974459	5.57373	0.055749	1
1026265143 	166	160	123	1.0375	1.34959	4	62	8.85714	61	0.0483871	0	2.43548	2.28814	70.4355	0.109713	2.74089	0.0820269	1
1026322053 	562	441	113	1.27438	4.97345	3	513	3.16129	73	0.469388	0.173469	2.17347	2.96154	124.541	0.0402746	5.89811	0.043229	1
1026904533 	119	1748	11	0.0680778	10.8182	3	540	2.77778	63	0.45	0.28	0.5	0.727273	53.1	0.0143523	2.50188	0.0519148	1
1027032194 	316	2124	293	0.148776	1.0785	3	640	2.41463	69	0.59596	0	6.85859	9.9	71.6465	0.0600501	3.43456	0.0312015	1
1027129541 	1244	281	87	4.42705	14.2989	3	355	14.2857	125	0	0	0.04	0.04	125.79	0.0719423	11.4736	0.0547375	-1
1027145503 	631	7459	308	0.0845958	2.0487	3	1957	10.3448	62	0.386667	0.166667	5.64667	7.78804	97.0867	0.0755446	9.58956	0.0519904	1
1027220667 	657	929	204	0.707212	3.22059	2	2484	4.62791	63	0.834171	0.080402	1.29146	4.42424	96.9347	0.0393357	6.62785	0.0470928	1
1027227457 	37	9	2	4.11111	18.5	1	41	0.97619	62	0.243902	0.195122	0.097561	0.129032	101.512	0.0490808	4.81974	0.0518191	-1
1027590363 	103	3	2	34.3333	51.5	5	30	4.28571	84	0.266667	0.1	0	0	46.2333	0.0204124	1.93858	0.0397034	1
1027644003 	736	1016	177	0.724409	4.15819	4	91	2	759	0.266667	0.266667	6.72222	7.69697	61.9333	0.0959862	5.13891	0.0682675	1
1027772544 	814	441	283	1.8458	2.87633	2	707	2.43902	62	0.07	0.87	0.04	0.0430108	73.37	0.0729509	5.47072	0.115909	-1
1027929683 	99	125	90	0.792	1.1	6	171	13.8571	62	0.597938	0.0309278	3.15464	5.12821	91.5155	0.0483045	4.76812	0.0445777	1
1028012447 	196	109	16	1.79817	12.25	3	452	4.7619	65	0.915	0	0.06	0.176471	131.465	0.216262	13.3111	0.0510415	1
1028043242 	124	112	85	1.10714	1.45882	3	216	5	63	0.46	0.03	2.92	4.46296	77.03	0.0721804	3.5487	0.0498272	1
1028128785 	391	667	228	0.586207	1.71491	3	1325	3.33333	207	0.75	0	2.36	6.56	98.64	0.0510803	5.07129	0.0542865	1
1028180773 	312	123	12	2.53659	26	3	264	4.7619	213	0.35	0.36	0.01	0.0153846	137.35	0.2503	19.2746	0.0413812	-1
1028235173 	206	110	3	1.87273	68.6667	2	705	5.23684	62	0.879397	0.105528	0.0201005	0.0833333	142.171	0.0430128	9.13184	0.0587922	1
1028264077 	594	147	2	4.04082	297	5	433	4.66667	61	1	0	0.403061	0	124.561	0.0213071	7.48832	0.0512396	-1
1028337161 	125	793	119	0.157629	1.05042	2	4463	7.29268	62	0.558528	0.0334448	3.93311	6.84091	118.93	0.0942322	8.95419	0.0561649	1
1028500261 	1893	670	121	2.82537	15.6446	5	8994	756.714	62	0.703228	0.131018	0.0609779	0.108779	129.911	0.512082	84.823	0.0622641	-1
1028518740 	45	35	6	1.28571	7.5	4	73	2.43333	63	0.753425	0.123288	0.0410959	0.111111	104.877	0.0505767	5.01408	0.0526265	1
1029030603 	1134	327	2	3.46789	567	29	460	11.0556	62	1	0	0.417085	0	128.658	0.0438625	7.98119	0.0508868	-1
1029493100 	161	240	106	0.670833	1.51887	6	1578	4.78049	62	0.637755	0.270408	1.12245	1.46479	108.913	0.0275312	6.25654	0.0484398	1
1029610922 	1978	22	1	89.9091	1978	5	10	0.3	461	0.666667	0.222222	0.111111	0	86.5556	0.0184053	2.55573	0.0233766	-1
1029698414 	57	64	33	0.890625	1.72727	3	192	12.5	67	0.85	0.02	1.34	7.13333	104.36	0.0414243	6.19789	0.0585512	1
1029741004 	736	869	489	0.846951	1.50511	3	2267	4.87805	63	0.38	0.085	8.355	11.6048	86.81	0.0226188	5.97293	0.0337447	1
1029871231 	85	2	1	42.5	85	2	34	1.83333	70	0.454545	0.515152	0	0	116.576	0.0775911	4.22738	0.0492396	-1
1029939032 	128	91	74	1.40659	1.72973	2	61	2.17857	84	0.459016	0.229508	0.688525	0.909091	76.541	0.0579611	3.57596	0.0472269	1
1030110131 	65	36	27	1.80556	2.40741	1	10	1.66667	66	0.1	0.3	0	0	96	0.0317763	4.13367	0.048655	1
1030147841 	166	121	70	1.3719	2.37143	2	32	4.57143	69	0.65625	0.25	0.1875	0.272727	144.688	0.0116356	4.66634	0.0441997	1
1030361187 	617	790	298	0.781013	2.07047	5	3754	9.375	61	0.6	0.216667	3.07667	5.20833	97.47	0.0342535	6.83137	0.0421747	1
1030372482 	863	70	1	12.3286	863	5	165	5.15789	63	1	0	0.632653	0	136.755	0.0271266	6.48446	0.0524394	-1
1030546952 	1184	1251	1008	0.946443	1.1746	3	899	2.38095	73	0.93	0.02	0.52	0.571429	109.31	0.0298748	6.10468	0.0575069	1
1030793054 	1183	782	618	1.51279	1.91424	1	436	3.125	84	0.43	0.1	0.7	0.859649	61.78	0.0296344	2.8659	0.023591	1
1030939437 	1514	764	711	1.98168	2.1294	3	157	2.16667	82	0.0769231	0.523077	0.415385	0.433333	56.3231	0.00921829	2.871	0.0287084	1
1031053191 	781	140	18	5.57857	43.3889	4	151	7.53846	80	0.265306	0.0306122	0.0510204	0.0694444	75.9796	0.0495839	3.53306	0.0716591	1
1031071211 	122	47	39	2.59574	3.12821	2	291	5.21053	125	0.888889	0.020202	0.444444	0.818182	105.586	0.0653953	8.31209	0.0581668	1
1031263074 	306	226	48	1.35398	6.375	5	495	3.44828	62	0.24	0.37	1.17	1.5	61.98	0.0138622	3.08474	0.0544892	1
1031410251 	126	78	63	1.61538	2	2	58	6.875	76	0.236364	0.0545455	1.05455	1.30952	62.1455	0.0506034	3.51768	0.0397793	1
1031681542 	435	102	12	4.26471	36.25	1	210	5.5	63	0.141414	0.191919	0.10101	0.117647	37.9798	0.0446053	2.59704	0.0350242	1
1031712210 	935	392	157	2.3852	5.95541	4	310	11.1111	62	0.6	0.1	0.39	0.75	128.36	0.0548179	8.0962	0.0445016	1
1031834601 	168	191	10	0.879581	16.8	2	1643	9.46667	61	0.954225	0.056338	0.0316901	0.615385	127.775	0.0837378	10.6893	0.0728728	-1
1031835194 	81	8	8	10.125	10.125	4	3	0.5	180	0.333333	0.666667	0	0	79.6667	0	1.60948	0.182203	1
1031855772 	169	386	147	0.437824	1.14966	2	294	2.43902	63	0.56	0.01	3.94	6.77273	100.5	0.0198505	4.06777	0.0358831	1
1031874617 	123	80	1	1.5375	123	10	23	0.766667	71	0.26087	0.695652	0.173913	0.235294	93.3478	0.044183	3.56803	0.0445521	-1
1032051747 	381	213	178	1.78873	2.14045	5	511	22.1111	65	0.552764	0.0452261	2.0603	3.39326	97.5628	0.0612112	6.58872	0.0362057	1
1032260484 	121	88	12	1.375	10.0833	1	33	1.13793	132	0.242424	0.454545	0.272727	0.24	57.1515	0.0291255	3.27623	0.0347113	1
1032704574 	320	310	123	1.03226	2.60163	2	601	2.77778	71	0.83	0.08	2.25	4.58824	121.96	0.0128375	4.69976	0.0373992	1
1032869075 	1139	46	5	24.7609	227.8	3	269	3.2	63	0.979167	0	0.489583	0	131.177	0.0208918	5.90486	0.0523214	-1
